origh;resph;mehodCount;uriCount;useragentCount;requestbodylen_Mean;responsebodylenMean;Ano;Mes;dia;diasemana;hora;minuto;RecordCount
192.168.202.79;192.168.229.251;200;200;200;0.000000;155.935.000;2012;3;16;6;12;30;200
192.168.202.79;192.168.229.153;1;1;1;0.000000;326.000.000;2012;3;16;6;12;30;1
192.168.202.79;192.168.229.101;1;1;1;0.000000;238.000.000;2012;3;16;6;12;30;1
192.168.202.79;192.168.229.156;1;1;1;0.000000;287.000.000;2012;3;16;6;12;30;1
192.168.202.76;192.168.28.102;4;4;4;0.000000;169.000.000;2012;3;16;6;12;42;4
192.168.202.76;192.168.28.102;1;1;1;0.000000;571.000.000;2012;3;16;6;12;43;1
192.168.202.79;192.168.229.156;1;1;1;0.000000;602.000.000;2012;3;16;6;12;44;1
192.168.202.79;192.168.229.101;1;1;1;0.000000;872.000.000;2012;3;16;6;12;44;1
192.168.202.79;192.168.229.251;2;2;2;0.000000;1.006.000.000;2012;3;16;6;12;44;2
192.168.202.79;192.168.229.153;1;1;1;0.000000;326.000.000;2012;3;16;6;12;44;1
192.168.202.79;192.168.229.153;63;63;63;0.000000;108.666.667;2012;3;16;6;12;46;63
192.168.202.79;192.168.229.156;61;61;61;9.327.869;305.081.967;2012;3;16;6;12;46;61
192.168.202.79;192.168.229.251;46;46;46;5.043.478;719.652.174;2012;3;16;6;12;46;46
192.168.202.79;192.168.229.101;55;55;55;12.345.455;87.436.364;2012;3;16;6;12;46;55
192.168.202.79;192.168.229.153;398;398;398;0.000000;133.791.457;2012;3;16;6;12;47;398
192.168.202.79;192.168.229.156;313;313;313;1.782.748;370.568.690;2012;3;16;6;12;47;313
192.168.202.79;192.168.229.101;343;343;343;1.489.796;159.078.717;2012;3;16;6;12;47;343
192.168.202.79;192.168.229.251;699;699;699;1.280.401;451.821.173;2012;3;16;6;12;47;699
192.168.202.79;192.168.229.251;406;406;406;0.000000;136.921.182;2012;3;16;6;12;48;406
192.168.202.79;192.168.229.153;235;235;235;0.000000;0.000000;2012;3;16;6;12;48;235
192.168.202.79;192.168.229.156;235;235;235;0.000000;0.000000;2012;3;16;6;12;48;235
192.168.202.79;192.168.229.101;239;239;239;0.000000;0.000000;2012;3;16;6;12;48;239
192.168.202.79;192.168.229.153;240;240;240;0.000000;35.316.667;2012;3;16;6;12;49;240
192.168.202.79;192.168.229.251;240;240;240;0.000000;169.787.500;2012;3;16;6;12;49;240
192.168.202.79;192.168.229.156;240;240;240;0.000000;30.004.167;2012;3;16;6;12;49;240
192.168.202.79;192.168.229.101;243;243;243;0.000000;24.485.597;2012;3;16;6;12;49;243
192.168.202.79;192.168.229.153;342;342;342;0.000000;54.119.883;2012;3;16;6;12;50;342
192.168.202.79;192.168.229.251;455;455;455;0.000000;75.285.714;2012;3;16;6;12;50;455
192.168.202.79;192.168.229.156;497;497;497;0.000000;35.975.855;2012;3;16;6;12;50;497
192.168.202.79;192.168.229.101;512;512;512;0.000000;33.730.469;2012;3;16;6;12;50;512
192.168.203.61;192.168.202.78;20;20;20;0.000000;7.884.900.000;2012;3;16;6;12;50;20
192.168.203.62;192.168.202.78;22;22;22;0.000000;24.954.272.727;2012;3;16;6;12;50;22
192.168.203.62;192.168.202.78;27;27;27;0.703704;1.467.222.222;2012;3;16;6;12;51;27
192.168.204.70;192.168.202.78;31;31;31;0.000000;18.296.548.387;2012;3;16;6;12;51;31
192.168.203.61;192.168.202.78;6;6;6;0.000000;6.960.166.667;2012;3;16;6;12;51;6
192.168.203.61;192.168.202.78;14;14;14;0.000000;4.457.928.571;2012;3;16;6;12;52;14
192.168.203.62;192.168.202.78;50;50;50;50.720.000;824.120.000;2012;3;16;6;12;52;50
192.168.203.62;192.168.202.78;64;64;64;13.796.875;25.402.046.875;2012;3;16;6;12;53;64
192.168.203.62;192.168.202.78;13;13;13;0.000000;1.499.615.385;2012;3;16;6;12;54;13
192.168.204.70;192.168.202.78;9;9;9;0.000000;527.888.889;2012;3;16;6;12;55;9
192.168.203.61;192.168.202.78;5;5;5;0.000000;5.951.000.000;2012;3;16;6;12;55;5
192.168.204.70;192.168.202.78;13;13;13;0.000000;1.491.769.231;2012;3;16;6;12;56;13
192.168.203.62;192.168.202.78;12;12;12;0.000000;1.053.833.333;2012;3;16;6;12;56;12
192.168.203.62;192.168.202.78;3;3;3;0.000000;6.763.666.667;2012;3;16;6;12;57;3
192.168.203.62;192.168.202.78;12;12;12;0.000000;1.075.750.000;2012;3;16;6;12;58;12
192.168.202.73;192.168.28.102;3;3;3;0.000000;169.000.000;2012;3;16;6;13;0;3
192.168.202.90;192.168.21.101;9;9;9;0.000000;3.861.555.556;2012;3;16;6;13;0;9
192.168.202.90;192.168.21.101;9;9;9;13.555.556;283.444.444;2012;3;16;6;13;1;9
192.168.202.90;192.168.21.101;3;3;3;8.000.000;279.666.667;2012;3;16;6;13;2;3
192.168.202.102;192.168.21.102;1;1;1;0.000000;310.000.000;2012;3;16;6;13;2;1
192.168.202.96;192.168.28.252;2;2;2;0.000000;784.000.000;2012;3;16;6;13;2;2
192.168.202.96;192.168.28.152;2;2;2;0.000000;0.000000;2012;3;16;6;13;2;2
192.168.202.96;192.168.28.203;5;5;5;363.600.000;2.789.600.000;2012;3;16;6;13;2;5
192.168.202.96;192.168.28.253;3;3;3;0.000000;4.687.000.000;2012;3;16;6;13;2;3
192.168.202.96;192.168.28.101;1;1;1;26.384.000.000;0.000000;2012;3;16;6;13;2;1
192.168.202.96;192.168.28.102;2;2;2;13.379.000.000;169.000.000;2012;3;16;6;13;2;2
192.168.202.96;192.168.28.103;1;1;1;26.384.000.000;1.166.000.000;2012;3;16;6;13;2;1
192.168.202.102;192.168.22.203;2;2;2;0.000000;233.000.000;2012;3;16;6;13;2;2
192.168.202.96;192.168.28.253;2;2;2;0.000000;4.526.000.000;2012;3;16;6;13;3;2
192.168.202.102;192.168.22.202;1;1;1;0.000000;310.000.000;2012;3;16;6;13;3;1
192.168.202.102;192.168.22.203;1;1;1;0.000000;310.000.000;2012;3;16;6;13;3;1
192.168.202.96;192.168.28.203;6;6;6;10.972.000.000;369.333.333;2012;3;16;6;13;3;6
192.168.202.96;192.168.28.152;3;3;3;0.000000;916.666.667;2012;3;16;6;13;3;3
192.168.202.96;192.168.28.103;2;2;2;188.000.000;602.500.000;2012;3;16;6;13;3;2
192.168.202.102;192.168.23.102;1;1;1;0.000000;310.000.000;2012;3;16;6;13;3;1
192.168.202.102;192.168.23.202;1;1;1;0.000000;310.000.000;2012;3;16;6;13;3;1
192.168.202.102;192.168.23.203;1;1;1;0.000000;310.000.000;2012;3;16;6;13;3;1
192.168.202.96;192.168.28.101;1;1;1;357.000.000;238.000.000;2012;3;16;6;13;3;1
192.168.202.90;192.168.21.101;3;3;3;13.000.000;279.666.667;2012;3;16;6;13;3;3
192.168.202.96;192.168.28.202;1;1;1;0.000000;287.000.000;2012;3;16;6;13;3;1
192.168.202.96;192.168.28.102;1;1;1;0.000000;0.000000;2012;3;16;6;13;3;1
192.168.202.96;192.168.28.202;5;5;5;10.190.600.000;303.200.000;2012;3;16;6;13;4;5
192.168.202.96;192.168.28.152;4;4;4;4.523.750.000;1.166.000.000;2012;3;16;6;13;4;4
192.168.202.110;192.168.203.45;1;1;1;0.000000;282.432.000.000;2012;3;16;6;13;4;1
192.168.202.96;192.168.28.253;5;5;5;0.000000;1.483.600.000;2012;3;16;6;13;4;5
192.168.202.96;192.168.28.102;1;1;1;0.000000;169.000.000;2012;3;16;6;13;4;1
192.168.202.96;192.168.28.203;1;1;1;0.000000;1.015.000.000;2012;3;16;6;13;4;1
192.168.202.96;192.168.28.101;4;4;4;0.000000;250.500.000;2012;3;16;6;13;4;4
192.168.202.96;192.168.28.103;1;1;1;0.000000;1.166.000.000;2012;3;16;6;13;4;1
192.168.202.96;192.168.28.252;2;2;2;0.000000;635.500.000;2012;3;16;6;13;4;2
192.168.202.90;192.168.21.101;3;3;3;13.333.333;279.666.667;2012;3;16;6;13;4;3
192.168.202.102;192.168.22.203;38;38;38;8.789.474;365.368.421;2012;3;16;6;13;5;38
192.168.202.96;192.168.28.102;5;5;5;124.400.000;136.000.000;2012;3;16;6;13;5;5
192.168.202.96;192.168.28.103;7;7;7;88.857.143;2.818.428.571;2012;3;16;6;13;5;7
192.168.202.96;192.168.28.152;8;8;8;103.750.000;437.250.000;2012;3;16;6;13;5;8
192.168.202.96;192.168.28.101;5;5;5;124.400.000;146.800.000;2012;3;16;6;13;5;5
192.168.202.96;192.168.28.253;10;10;10;27.000.000;899.500.000;2012;3;16;6;13;5;10
192.168.202.102;192.168.26.102;1;1;1;0.000000;310.000.000;2012;3;16;6;13;5;1
192.168.202.102;192.168.26.202;1;1;1;0.000000;310.000.000;2012;3;16;6;13;5;1
192.168.202.102;192.168.26.203;1;1;1;0.000000;310.000.000;2012;3;16;6;13;5;1
192.168.202.96;192.168.28.252;1;1;1;0.000000;1.478.000.000;2012;3;16;6;13;5;1
192.168.202.96;192.168.28.203;1;1;1;0.000000;1.045.000.000;2012;3;16;6;13;5;1
192.168.202.96;192.168.28.202;1;1;1;0.000000;306.000.000;2012;3;16;6;13;5;1
192.168.202.102;192.168.21.202;1;1;1;0.000000;310.000.000;2012;3;16;6;13;5;1
192.168.202.102;192.168.21.203;1;1;1;0.000000;310.000.000;2012;3;16;6;13;5;1
192.168.202.96;192.168.28.102;2;2;2;0.000000;86.500.000;2012;3;16;6;13;6;2
192.168.202.96;192.168.28.152;18;18;18;33.833.333;64.777.778;2012;3;16;6;13;6;18
192.168.202.96;192.168.28.252;5;5;5;0.000000;645.200.000;2012;3;16;6;13;6;5
192.168.202.96;192.168.28.253;9;9;9;30.000.000;1.612.555.556;2012;3;16;6;13;6;9
192.168.202.102;192.168.22.102;1;1;1;0.000000;310.000.000;2012;3;16;6;13;6;1
192.168.202.96;192.168.28.202;1;1;1;0.000000;1.098.000.000;2012;3;16;6;13;6;1
192.168.202.102;192.168.22.203;259;259;259;0.000000;338.594.595;2012;3;16;6;13;6;259
192.168.202.90;192.168.21.101;6;6;6;10.166.667;279.666.667;2012;3;16;6;13;6;6
192.168.202.96;192.168.28.101;3;3;3;0.000000;238.000.000;2012;3;16;6;13;6;3
192.168.202.96;192.168.28.203;1;1;1;0.000000;0.000000;2012;3;16;6;13;6;1
192.168.202.102;192.168.22.203;1281;1281;1281;0.000000;301.871.194;2012;3;16;6;13;7;1281
192.168.202.90;192.168.21.101;23;23;23;1.347.826;541.000.000;2012;3;16;6;13;7;23
192.168.202.96;192.168.28.253;13;13;13;41.538.462;1.337.230.769;2012;3;16;6;13;7;13
192.168.202.96;192.168.28.101;33;33;33;12.818.182;265.696.970;2012;3;16;6;13;7;33
192.168.202.96;192.168.28.152;34;34;34;0.000000;149.470.588;2012;3;16;6;13;7;34
192.168.202.96;192.168.28.252;4;4;4;33.750.000;1.108.500.000;2012;3;16;6;13;7;4
192.168.202.96;192.168.28.102;29;29;29;14.586.207;163.172.414;2012;3;16;6;13;7;29
192.168.202.87;192.168.201.2;12;12;12;0.000000;34.832.916.667;2012;3;16;6;13;7;12
192.168.202.96;192.168.28.103;24;24;24;17.583.333;990.458.333;2012;3;16;6;13;7;24
192.168.203.62;192.168.202.78;17;17;17;0.000000;2.904.470.588;2012;3;16;6;13;7;17
192.168.202.96;192.168.28.203;4;4;4;0.000000;204.250.000;2012;3;16;6;13;7;4
192.168.202.102;192.168.24.203;1;1;1;0.000000;310.000.000;2012;3;16;6;13;7;1
192.168.202.102;192.168.24.202;1;1;1;0.000000;310.000.000;2012;3;16;6;13;7;1
192.168.202.102;192.168.22.203;1365;1365;1365;0.041758;308.873.993;2012;3;16;6;13;8;1365
192.168.202.96;192.168.28.103;21;21;21;0.000000;1.166.000.000;2012;3;16;6;13;8;21
192.168.202.96;192.168.28.102;21;21;21;0.000000;169.000.000;2012;3;16;6;13;8;21
192.168.202.96;192.168.28.101;20;20;20;0.000000;238.000.000;2012;3;16;6;13;8;20
192.168.202.96;192.168.28.152;19;19;19;0.000000;0.000000;2012;3;16;6;13;8;19
192.168.202.96;192.168.28.203;4;4;4;563.250.000;646.000.000;2012;3;16;6;13;8;4
192.168.202.96;192.168.28.252;5;5;5;54.000.000;609.200.000;2012;3;16;6;13;8;5
192.168.202.96;192.168.28.202;3;3;3;5.956.333.333;306.000.000;2012;3;16;6;13;8;3
192.168.202.96;192.168.28.253;13;13;13;666.230.769;1.041.923.077;2012;3;16;6;13;8;13
192.168.202.90;192.168.21.101;8;8;8;0.000000;512.125.000;2012;3;16;6;13;8;8
192.168.202.102;192.168.27.202;1;1;1;0.000000;310.000.000;2012;3;16;6;13;8;1
192.168.202.102;192.168.27.203;1;1;1;0.000000;310.000.000;2012;3;16;6;13;8;1
192.168.202.102;192.168.22.203;1706;1706;1706;0.007034;341.900.352;2012;3;16;6;13;9;1706
192.168.202.96;192.168.28.103;39;39;39;179.743.590;1.086.384.615;2012;3;16;6;13;9;39
192.168.202.96;192.168.28.101;35;35;35;198.114.286;243.085.714;2012;3;16;6;13;9;35
192.168.202.96;192.168.28.102;38;38;38;181.578.947;169.000.000;2012;3;16;6;13;9;38
192.168.202.96;192.168.28.152;31;31;31;0.000000;37.612.903;2012;3;16;6;13;9;31
192.168.202.96;192.168.28.252;7;7;7;79.714.286;870.285.714;2012;3;16;6;13;9;7
192.168.202.96;192.168.28.253;6;6;6;93.000.000;1.464.333.333;2012;3;16;6;13;9;6
192.168.202.96;192.168.28.202;1;1;1;379.000.000;299.000.000;2012;3;16;6;13;9;1
192.168.202.83;192.168.201.2;35;35;35;3.142.857;19.439.371.429;2012;3;16;6;13;9;35
192.168.202.102;192.168.28.203;1;1;1;0.000000;296.000.000;2012;3;16;6;13;9;1
192.168.202.90;192.168.21.101;17;17;17;0.000000;534.176.471;2012;3;16;6;13;9;17
192.168.202.102;192.168.27.102;1;1;1;0.000000;310.000.000;2012;3;16;6;13;9;1
192.168.203.45;192.168.21.101;1;1;1;0.000000;526.000.000;2012;3;16;6;13;9;1
192.168.202.96;192.168.28.203;3;3;3;0.000000;111.333.333;2012;3;16;6;13;9;3
192.168.203.45;192.168.21.25;1;1;1;0.000000;326.000.000;2012;3;16;6;13;9;1
192.168.203.45;192.168.21.102;2;2;2;0.000000;1.661.500.000;2012;3;16;6;13;9;2
192.168.203.45;192.168.21.103;2;2;2;0.000000;182.500.000;2012;3;16;6;13;9;2
192.168.202.102;192.168.22.203;1496;1496;1496;0.912433;295.129.011;2012;3;16;6;13;10;1496
192.168.202.96;192.168.28.152;25;25;25;0.000000;45.960.000;2012;3;16;6;13;10;25
192.168.202.96;192.168.28.202;3;3;3;2.304.666.667;1.098.000.000;2012;3;16;6;13;10;3
192.168.202.96;192.168.28.102;26;26;26;0.000000;162.500.000;2012;3;16;6;13;10;26
192.168.203.45;192.168.21.152;2;2;2;0.000000;163.000.000;2012;3;16;6;13;10;2
192.168.202.96;192.168.28.101;24;24;24;76.625.000;228.083.333;2012;3;16;6;13;10;24
192.168.202.96;192.168.28.103;25;25;25;73.320.000;1.119.360.000;2012;3;16;6;13;10;25
192.168.202.96;192.168.28.252;5;5;5;386.800.000;349.600.000;2012;3;16;6;13;10;5
192.168.202.96;192.168.28.253;2;2;2;961.000.000;297.000.000;2012;3;16;6;13;10;2
192.168.202.96;192.168.28.203;4;4;4;1.747.000.000;207.500.000;2012;3;16;6;13;10;4
192.168.202.90;192.168.21.101;37;37;37;6.189.189;442.054.054;2012;3;16;6;13;10;37
192.168.203.45;192.168.21.202;1;1;1;0.000000;1.096.000.000;2012;3;16;6;13;10;1
192.168.203.45;192.168.21.203;2;2;2;0.000000;5.745.000.000;2012;3;16;6;13;10;2
192.168.203.45;192.168.21.252;4;4;4;0.000000;392.000.000;2012;3;16;6;13;10;4
192.168.203.45;192.168.21.253;3;3;3;0.000000;1.347.666.667;2012;3;16;6;13;10;3
192.168.202.96;192.168.28.103;38;38;38;0.000000;1.029.815.789;2012;3;16;6;13;11;38
192.168.202.96;192.168.28.101;40;40;40;0.000000;302.800.000;2012;3;16;6;13;11;40
192.168.202.96;192.168.28.203;5;5;5;757.800.000;330.000.000;2012;3;16;6;13;11;5
192.168.202.96;192.168.28.252;4;4;4;33.750.000;761.500.000;2012;3;16;6;13;11;4
192.168.202.96;192.168.28.102;44;44;44;42.181.818;260.363.636;2012;3;16;6;13;11;44
192.168.202.96;192.168.28.152;35;35;35;1.732.257.143;197.800.000;2012;3;16;6;13;11;35
192.168.202.96;192.168.28.253;4;4;4;0.000000;4.988.000.000;2012;3;16;6;13;11;4
192.168.28.100;192.168.202.82;1;1;1;99.000.000;0.000000;2012;3;16;6;13;11;1
192.168.202.90;192.168.21.101;20;20;20;11.550.000;475.200.000;2012;3;16;6;13;11;20
192.168.202.96;192.168.28.202;2;2;2;0.000000;303.500.000;2012;3;16;6;13;11;2
192.168.202.102;192.168.22.203;1;1;1;0.000000;286.000.000;2012;3;16;6;13;11;1
192.168.202.102;192.168.24.102;1;1;1;0.000000;310.000.000;2012;3;16;6;13;11;1
192.168.202.110;192.168.21.101;1;1;1;0.000000;526.000.000;2012;3;16;6;13;11;1
192.168.203.45;192.168.21.252;1;1;1;0.000000;0.000000;2012;3;16;6;13;11;1
192.168.202.110;192.168.21.25;1;1;1;0.000000;326.000.000;2012;3;16;6;13;11;1
192.168.202.110;192.168.21.102;2;2;2;0.000000;1.662.000.000;2012;3;16;6;13;12;2
192.168.202.110;192.168.21.103;2;2;2;0.000000;182.500.000;2012;3;16;6;13;12;2
192.168.202.96;192.168.28.102;288;288;288;2.114.583;169.000.000;2012;3;16;6;13;12;288
192.168.202.96;192.168.28.101;125;125;125;0.000000;238.000.000;2012;3;16;6;13;12;125
192.168.202.96;192.168.28.152;45;45;45;0.000000;25.911.111;2012;3;16;6;13;12;45
192.168.202.96;192.168.28.103;251;251;251;2.426.295;1.160.573.705;2012;3;16;6;13;12;251
192.168.202.110;192.168.21.152;2;2;2;0.000000;163.000.000;2012;3;16;6;13;12;2
192.168.202.90;192.168.21.101;30;30;30;0.000000;501.900.000;2012;3;16;6;13;12;30
192.168.202.96;192.168.28.252;3;3;3;1.286.333.333;60.000.000;2012;3;16;6;13;12;3
192.168.202.96;192.168.28.202;1;1;1;0.000000;0.000000;2012;3;16;6;13;12;1
192.168.202.96;192.168.28.253;2;2;2;1.900.500.000;307.500.000;2012;3;16;6;13;12;2
192.168.203.45;192.168.21.103;11;11;11;0.000000;593.454.545;2012;3;16;6;13;12;11
192.168.203.45;192.168.21.253;21;21;21;0.000000;790.952.381;2012;3;16;6;13;12;21
192.168.203.45;192.168.21.102;9;9;9;0.000000;827.555.556;2012;3;16;6;13;12;9
192.168.203.45;192.168.21.25;5;5;5;0.000000;320.400.000;2012;3;16;6;13;12;5
192.168.203.45;192.168.21.101;6;6;6;0.000000;224.333.333;2012;3;16;6;13;12;6
192.168.203.45;192.168.21.203;20;20;20;0.000000;4.027.700.000;2012;3;16;6;13;12;20
192.168.203.45;192.168.21.152;12;12;12;0.000000;601.166.667;2012;3;16;6;13;12;12
192.168.203.45;192.168.21.252;6;6;6;0.000000;357.500.000;2012;3;16;6;13;12;6
192.168.203.45;192.168.21.202;6;6;6;0.000000;867.000.000;2012;3;16;6;13;12;6
192.168.202.102;192.168.22.103;1;1;1;0.000000;1.088.000.000;2012;3;16;6;13;12;1
192.168.202.96;192.168.28.203;1;1;1;0.000000;308.000.000;2012;3;16;6;13;12;1
192.168.202.110;192.168.21.202;1;1;1;0.000000;1.096.000.000;2012;3;16;6;13;12;1
192.168.202.110;192.168.21.203;2;2;2;0.000000;2.067.500.000;2012;3;16;6;13;12;2
192.168.202.110;192.168.21.252;3;3;3;0.000000;492.666.667;2012;3;16;6;13;12;3
192.168.202.110;192.168.21.253;3;3;3;0.000000;1.347.666.667;2012;3;16;6;13;12;3
192.168.202.96;192.168.28.102;491;491;491;0.000000;169.000.000;2012;3;16;6;13;13;491
192.168.202.96;192.168.28.103;412;412;412;0.000000;1.163.169.903;2012;3;16;6;13;13;412
192.168.202.96;192.168.28.101;161;161;161;0.000000;238.000.000;2012;3;16;6;13;13;161
192.168.202.102;192.168.27.152;1;1;1;0.000000;1.088.000.000;2012;3;16;6;13;13;1
192.168.202.90;192.168.21.101;25;25;25;6.360.000;458.120.000;2012;3;16;6;13;13;25
192.168.202.110;192.168.21.101;1;1;1;0.000000;526.000.000;2012;3;16;6;13;13;1
192.168.202.110;192.168.21.25;1;1;1;0.000000;326.000.000;2012;3;16;6;13;13;1
192.168.202.110;192.168.21.102;2;2;2;0.000000;1.662.000.000;2012;3;16;6;13;13;2
192.168.202.110;192.168.21.103;2;2;2;0.000000;182.500.000;2012;3;16;6;13;13;2
192.168.202.110;192.168.21.152;1;1;1;0.000000;0.000000;2012;3;16;6;13;13;1
192.168.202.102;192.168.24.103;1;1;1;0.000000;1.088.000.000;2012;3;16;6;13;13;1
192.168.202.112;192.168.203.45;1;1;1;0.000000;282.432.000.000;2012;3;16;6;13;13;1
192.168.202.102;192.168.28.203;9;9;9;0.000000;7.618.666.667;2012;3;16;6;13;13;9
192.168.202.76;192.168.28.103;21;21;21;6.000.000;8.880.142.857;2012;3;16;6;13;14;21
192.168.202.102;192.168.23.253;9;9;9;69.777.778;297.666.667;2012;3;16;6;13;14;9
192.168.202.110;192.168.21.152;1;1;1;0.000000;326.000.000;2012;3;16;6;13;14;1
192.168.202.102;192.168.28.203;2;2;2;0.000000;2.474.000.000;2012;3;16;6;13;14;2
192.168.202.110;192.168.21.202;1;1;1;0.000000;1.098.000.000;2012;3;16;6;13;14;1
192.168.202.110;192.168.21.203;2;2;2;0.000000;5.745.000.000;2012;3;16;6;13;14;2
192.168.202.110;192.168.21.252;4;4;4;0.000000;392.000.000;2012;3;16;6;13;14;4
192.168.202.110;192.168.21.253;3;3;3;0.000000;1.347.666.667;2012;3;16;6;13;14;3
192.168.202.102;192.168.23.101;9;9;9;69.777.778;238.000.000;2012;3;16;6;13;14;9
192.168.202.102;192.168.23.152;1;1;1;0.000000;1.088.000.000;2012;3;16;6;13;14;1
192.168.202.76;192.168.28.103;6;6;6;0.000000;3.264.333.333;2012;3;16;6;13;15;6
192.168.202.102;192.168.22.152;1;1;1;0.000000;418.000.000;2012;3;16;6;13;15;1
192.168.202.102;192.168.26.103;1;1;1;0.000000;418.000.000;2012;3;16;6;13;15;1
192.168.202.102;192.168.28.203;12;12;12;0.000000;1.767.416.667;2012;3;16;6;13;15;12
192.168.202.110;192.168.21.252;1;1;1;0.000000;0.000000;2012;3;16;6;13;15;1
192.168.202.102;192.168.24.152;1;1;1;0.000000;1.088.000.000;2012;3;16;6;13;15;1
192.168.202.102;192.168.25.253;7;7;7;89.714.286;298.142.857;2012;3;16;6;13;15;7
192.168.202.102;192.168.25.253;2;2;2;0.000000;296.000.000;2012;3;16;6;13;16;2
192.168.202.102;192.168.28.203;4;4;4;0.000000;2.474.000.000;2012;3;16;6;13;16;4
192.168.202.102;192.168.22.152;1;1;1;0.000000;1.088.000.000;2012;3;16;6;13;16;1
192.168.202.102;192.168.26.253;9;9;9;69.777.778;297.666.667;2012;3;16;6;13;16;9
192.168.202.102;192.168.21.103;1;1;1;0.000000;418.000.000;2012;3;16;6;13;16;1
192.168.202.76;192.168.28.103;6;6;6;0.000000;3.264.333.333;2012;3;16;6;13;16;6
192.168.202.102;192.168.24.203;9;9;9;0.000000;7.618.666.667;2012;3;16;6;13;16;9
192.168.202.102;192.168.24.203;2;2;2;0.000000;2.474.000.000;2012;3;16;6;13;17;2
192.168.202.110;192.168.27.101;5;5;5;0.000000;526.000.000;2012;3;16;6;13;17;5
192.168.202.76;192.168.28.103;18;18;18;7.000.000;3.256.777.778;2012;3;16;6;13;17;18
192.168.202.110;192.168.27.102;4;4;4;0.000000;177.000.000;2012;3;16;6;13;17;4
192.168.202.110;192.168.27.103;4;4;4;0.000000;85.000.000;2012;3;16;6;13;17;4
192.168.202.102;192.168.21.152;1;1;1;0.000000;1.088.000.000;2012;3;16;6;13;17;1
192.168.202.102;192.168.23.253;1;1;1;107.000.000;293.000.000;2012;3;16;6;13;17;1
192.168.203.62;192.168.202.78;3;3;3;0.000000;932.611.000.000;2012;3;16;6;13;17;3
192.168.202.102;192.168.22.103;1;1;1;0.000000;418.000.000;2012;3;16;6;13;17;1
192.168.202.90;192.168.21.101;19;19;19;1.631.579;396.578.947;2012;3;16;6;13;17;19
192.168.202.110;192.168.27.152;3;3;3;0.000000;0.000000;2012;3;16;6;13;17;3
192.168.202.76;192.168.28.103;12;12;12;10.500.000;3.166.750.000;2012;3;16;6;13;18;12
192.168.202.110;192.168.27.152;1;1;1;0.000000;0.000000;2012;3;16;6;13;18;1
192.168.202.102;192.168.27.101;9;9;9;69.777.778;238.000.000;2012;3;16;6;13;18;9
192.168.202.102;192.168.24.203;3;3;3;0.000000;250.333.333;2012;3;16;6;13;18;3
192.168.202.102;192.168.23.103;1;1;1;0.000000;418.000.000;2012;3;16;6;13;18;1
192.168.202.102;192.168.23.101;1;1;1;107.000.000;238.000.000;2012;3;16;6;13;18;1
192.168.202.110;192.168.27.203;4;4;4;0.000000;177.000.000;2012;3;16;6;13;18;4
192.168.202.110;192.168.27.202;3;3;3;0.000000;1.096.666.667;2012;3;16;6;13;18;3
192.168.202.90;192.168.21.101;1;1;1;88.000.000;219.000.000;2012;3;16;6;13;18;1
192.168.202.90;192.168.21.101;10;10;10;11.700.000;304.900.000;2012;3;16;6;13;19;10
192.168.202.110;192.168.27.25;55;55;55;13.254.545;319.745.455;2012;3;16;6;13;19;55
192.168.202.110;192.168.27.102;107;107;107;8.429.907;1.821.336.449;2012;3;16;6;13;19;107
192.168.202.102;192.168.21.253;9;9;9;69.777.778;297.666.667;2012;3;16;6;13;19;9
192.168.202.102;192.168.22.152;1;1;1;107.000.000;1.266.000.000;2012;3;16;6;13;19;1
192.168.202.102;192.168.23.253;3;3;3;123.333.333;295.000.000;2012;3;16;6;13;19;3
192.168.202.110;192.168.27.253;4;4;4;0.000000;3.926.000.000;2012;3;16;6;13;19;4
192.168.24.100;192.168.202.82;1;1;1;99.000.000;0.000000;2012;3;16;6;13;19;1
192.168.202.110;192.168.27.102;4058;4058;4058;0.744209;1.589.455.150;2012;3;16;6;13;20;4058
192.168.202.90;192.168.21.101;21;21;21;0.000000;550.952.381;2012;3;16;6;13;20;21
192.168.202.110;192.168.27.152;74;74;74;12.189.189;502.162.162;2012;3;16;6;13;20;74
192.168.202.110;192.168.27.202;1310;1310;1310;0.344275;516.612.214;2012;3;16;6;13;20;1310
192.168.204.70;192.168.202.78;15;15;15;0.000000;735.333.333;2012;3;16;6;13;20;15
192.168.202.102;192.168.23.253;18;18;18;167.777.778;295.000.000;2012;3;16;6;13;20;18
192.168.202.110;192.168.27.253;44;44;44;20.500.000;912.318.182;2012;3;16;6;13;20;44
192.168.202.102;192.168.26.103;42;42;42;73.571.429;1.182.261.905;2012;3;16;6;13;20;42
192.168.202.102;192.168.25.253;1;1;1;107.000.000;293.000.000;2012;3;16;6;13;20;1
192.168.202.110;192.168.27.203;1;1;1;0.000000;0.000000;2012;3;16;6;13;20;1
192.168.202.110;192.168.27.253;1145;1145;1145;0.000000;336.979.039;2012;3;16;6;13;21;1145
192.168.202.102;192.168.26.103;124;124;124;85.467.742;1.184.451.613;2012;3;16;6;13;21;124
192.168.202.102;192.168.23.253;2;2;2;103.500.000;295.000.000;2012;3;16;6;13;21;2
192.168.202.110;192.168.27.102;2721;2721;2721;3.411.246;1.553.002.573;2012;3;16;6;13;21;2721
192.168.202.110;192.168.27.202;3248;3248;3248;0.635776;1.218.142.549;2012;3;16;6;13;21;3248
